title,movieId,genres,tmdbId,content
Cosmos,171495,(no genres listed),409926,(no genres listed)
"Cottage, The (2008)",66943,Comedy|Crime|Horror|Thriller,13849,Comedy Crime Horror Thriller
"Cotton Club, The (1984)",4690,Crime|Musical,2148,Crime Musical
"Couch Trip, The (1988)",4490,Comedy,23752,Comedy
"Counselor, The (2013)",105755,Crime|Drama|Thriller,109091,Crime Drama Thriller
"Counterfeiters, The (Die Fälscher) (2007)",58303,Crime|Drama|War,7862,Crime Drama War
"Country Girl, The (1954)",8920,Drama,2438,Drama
Couples Retreat (2009),71668,Comedy|Romance,19899,Comedy Romance
Courage Under Fire (1996),647,Action|Crime|Drama|War,10684,Action Crime Drama War
Courier (1987),118166,Comedy|Drama|Romance,70966,Comedy Drama Romance
"Court Jester, The (1956)",7075,Adventure|Comedy|Musical,11839,Adventure Comedy Musical
Cousins (1989),5077,Comedy|Romance,31674,Comedy Romance
"Cove, The (2009)",71462,Documentary,23128,Documentary
"Covenant, The (2006)",47952,Action|Horror|Thriller,9954,Action Horror Thriller
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),6283,Action|Animation|Sci-Fi|Thriller,11299,Action Animation Sci-Fi Thriller
"Cowboy Way, The (1994)",438,Action|Comedy|Drama,19176,Action Comedy Drama
Cowboys & Aliens (2011),83613,Action|Sci-Fi|Thriller|Western|IMAX,49849,Action Sci-Fi Thriller Western IMAX
Coyote Ugly (2000),3825,Comedy|Drama|Romance,6282,Comedy Drama Romance
Cradle 2 the Grave (2003),6196,Action|Crime|Drama|Thriller,10623,Action Crime Drama Thriller
Cradle Will Rock (1999),3145,Drama,32274,Drama
"Craft, The (1996)",724,Drama|Fantasy|Horror|Thriller,9100,Drama Fantasy Horror Thriller
Craig Ferguson: I'm Here To Help (2013),103602,Comedy|Documentary,178946,Comedy Documentary
Craig Ferguson: Tickle Fight (2017),181659,Comedy,490928,Comedy
"Cranes Are Flying, The (Letyat zhuravli) (1957)",5373,Drama|Romance|War,38360,Drama Romance War
Crank (2006),47200,Action|Thriller,1948,Action Thriller
Crank: High Voltage (2009),68205,Action|Comedy|Crime,15092,Action Comedy Crime
Crash (1996),1483,Drama|Thriller,884,Drama Thriller
Crash (2004),33166,Crime|Drama,1640,Crime Drama
"Crazies, The (2010)",74685,Action|Drama|Horror|Sci-Fi|Thriller,29427,Action Drama Horror Sci-Fi Thriller
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",6395,Action|Drama|Horror|Sci-Fi|Thriller,29425,Action Drama Horror Sci-Fi Thriller
Crazy Heart (2009),73023,Drama|Romance,25196,Drama Romance
Crazy in Alabama (1999),2977,Comedy|Drama,31306,Comedy Drama
"Crazy, Stupid, Love. (2011)",88163,Comedy|Drama|Romance,50646,Comedy Drama Romance
Crazy/Beautiful (2001),4372,Drama|Romance,10691,Drama Romance
Creature Comforts (1989),3429,Animation|Comedy,54825,Animation Comedy
"Creature from the Black Lagoon, The (1954)",3930,Adventure|Horror|Sci-Fi,10973,Adventure Horror Sci-Fi
Creed (2015),146656,Drama,312221,Drama
Creep (2004),40617,Horror|Thriller,8555,Horror Thriller
Creep (2014),136602,Horror|Thriller,250574,Horror Thriller
Creep 2 (2017),179749,Comedy|Horror,396493,Comedy Horror
Creepshow (1982),3016,Horror,16281,Horror
Creepshow 2 (1987),3017,Horror,16288,Horror
"Crew, The (2000)",3884,Comedy,19150,Comedy
Cries and Whispers (Viskningar och rop) (1972),4422,Drama,10238,Drama
Crime Busters (1977),47538,Action|Adventure|Comedy|Crime,11689,Action Adventure Comedy Crime
Crime Story (Zhong an zu) (1993),7108,Action|Crime|Drama,18857,Action Crime Drama
Crime and Punishment in Suburbia (2000),3900,Comedy|Drama,46119,Comedy Drama
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",5818,Drama|Romance,542,Drama Romance
Crimes and Misdemeanors (1989),2973,Comedy|Crime|Drama,11562,Comedy Crime Drama
Crimes of the Heart (1986),2738,Comedy|Drama,48259,Comedy Drama
Crimewave (1985),6804,Comedy|Crime,21627,Comedy Crime
Crimson Gold (Talaye sorgh) (2003),7176,Drama,40427,Drama
Crimson Peak (2015),128838,Horror,201085,Horror
"Crimson Pirate, The (1952)",3417,Adventure|Comedy,11570,Adventure Comedy
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",27689,Action|Crime|Thriller,60672,Action Crime Thriller
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",4383,Crime|Drama|Mystery|Thriller,60670,Crime Drama Mystery Thriller
Crimson Tide (1995),161,Drama|Thriller|War,8963,Drama Thriller War
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),115727,Action|Adventure,40081,Action Adventure
Critical Care (1997),1677,Comedy|Drama,61337,Comedy Drama
Critters (1986),4492,Comedy|Sci-Fi,3980,Comedy Sci-Fi
Crocodile Dundee (1986),2470,Adventure|Comedy,9671,Adventure Comedy
Crocodile Dundee II (1988),2471,Action|Adventure|Comedy,9396,Action Adventure Comedy
Crocodile Dundee in Los Angeles (2001),4254,Comedy|Drama,9290,Comedy Drama
"Crocodile Hunter: Collision Course, The (2002)",5462,Adventure|Comedy,17043,Adventure Comedy
"Croods, The (2013)",101142,Adventure|Animation|Comedy,49519,Adventure Animation Comedy
Crooklyn (1994),352,Comedy|Drama,34152,Comedy Drama
Crossfire (1947),1068,Crime|Film-Noir,28120,Crime Film-Noir
Crossing Delancey (1988),4495,Comedy|Romance,27397,Comedy Romance
"Crossing Guard, The (1995)",78,Action|Crime|Drama|Thriller,27526,Action Crime Drama Thriller
Crossing Over (2009),68552,Drama,15577,Drama
Crossroads (1986),8119,Drama,15392,Drama
Crossroads (2002),5106,Comedy|Musical|Romance,17130,Comedy Musical Romance
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3996,Action|Drama|Romance,146,Action Drama Romance
Croupier (1998),3783,Crime|Drama,12706,Crime Drama
"Crow, The (1994)",353,Action|Crime|Fantasy|Thriller,9495,Action Crime Fantasy Thriller
"Crow, The: Wicked Prayer (2005)",61818,Action|Adventure|Fantasy|Thriller,16456,Action Adventure Fantasy Thriller
"Crow: City of Angels, The (1996)",839,Action|Thriller,10546,Action Thriller
"Crow: Salvation, The (2000)",3563,Action|Horror,9456,Action Horror
Crows Zero (Kurôzu zero) (2007),63276,Action,14943,Action
"Crucible, The (1996)",1366,Drama,20539,Drama
Cruel Intentions (1999),2541,Drama,796,Drama
"Cruel Romance, A (Zhestokij Romans) (1984)",5889,Drama|Romance,66091,Drama Romance
"Cruise, The (1998)",2323,Documentary,32326,Documentary
Crumb (1994),162,Documentary,26564,Documentary
Crush (2001),5284,Comedy|Romance,18435,Comedy Romance
"Crush, The (1993)",3835,Thriller,33408,Thriller
"Cry in the Dark, A (1988)",3211,Drama,35119,Drama
"Cry, the Beloved Country (1995)",40,Drama,34615,Drama
Cry-Baby (1990),26680,Comedy|Musical|Romance,9768,Comedy Musical Romance
Cry_Wolf (a.k.a. Cry Wolf) (2005),36533,Drama|Horror|Mystery|Thriller,10092,Drama Horror Mystery Thriller
"Crying Game, The (1992)",1094,Drama|Romance|Thriller,11386,Drama Romance Thriller
Crystal Fairy & the Magical Cactus and 2012 (2013),105254,Adventure|Comedy,157409,Adventure Comedy
Cube (1997),2232,Horror|Mystery|Sci-Fi|Thriller,431,Horror Mystery Sci-Fi Thriller
Cube 2: Hypercube (2002),27482,Horror|Mystery|Sci-Fi,437,Horror Mystery Sci-Fi
Cube Zero (2004),32213,Horror|Mystery|Sci-Fi|Thriller,438,Horror Mystery Sci-Fi Thriller
"Cuckoo, The (Kukushka) (2002)",6542,Comedy|Drama|War,554,Comedy Drama War
Cujo (1983),2121,Horror|Thriller,10489,Horror Thriller
"Culture High, The (2014)",115203,Documentary,295538,Documentary
"Cup, The (Phörpa) (1999)",3241,Comedy,14521,Comedy
Cure (1997),4645,Crime|Horror|Thriller,36095,Crime Horror Thriller
"Cure, The (1995)",219,Drama,6715,Drama
"Curious Case of Benjamin Button, The (2008)",64957,Drama|Fantasy|Mystery|Romance,4922,Drama Fantasy Mystery Romance
Curious George (2006),43869,Adventure|Animation|Children|Comedy,9975,Adventure Animation Children Comedy
Curly Sue (1991),6558,Comedy|Drama,11894,Comedy Drama
"Curse of Frankenstein, The (1957)",2652,Horror,3079,Horror
Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),50005,Action|Drama,1494,Action Drama
"Curse of the Jade Scorpion, The (2001)",4733,Comedy,2779,Comedy
Cursed (2005),32011,Horror|Thriller,10012,Horror Thriller
Cutter's Way (1981),3731,Drama|Thriller,31593,Drama Thriller
Cutthroat Island (1995),15,Action|Adventure|Romance,1408,Action Adventure Romance
"Cutting Edge, The (1992)",3270,Comedy|Drama|Romance,16562,Comedy Drama Romance
Cyborg (1989),4580,Action|Sci-Fi,10134,Action Sci-Fi
Cyrano de Bergerac (1990),1277,Comedy|Drama|Romance,11673,Comedy Drama Romance
Cyrus (2010),77421,Comedy|Drama|Romance,39053,Comedy Drama Romance
D.A.R.Y.L. (1985),9004,Adventure|Children|Sci-Fi,16248,Adventure Children Sci-Fi
D.E.B.S. (2004),32300,Action|Comedy,540,Action Comedy
D.O.A. (1950),7223,Drama|Film-Noir|Mystery,18995,Drama Film-Noir Mystery
D.O.A. (1988),4496,Film-Noir|Mystery|Thriller,9748,Film-Noir Mystery Thriller
D2: The Mighty Ducks (1994),2042,Children|Comedy,11164,Children Comedy
D3: The Mighty Ducks (1996),1005,Children|Comedy,10680,Children Comedy
DC Super Hero Girls: Hero of the Year (2016),163639,Animation,401650,Animation
DOA: Dead or Alive (2006),50003,Action|Adventure,9053,Action Adventure
Da Sweet Blood of Jesus (2014),132422,Comedy|Romance|Thriller,278316,Comedy Romance Thriller
"Da Vinci Code, The (2006)",45447,Drama|Mystery|Thriller,591,Drama Mystery Thriller
Da geht noch was! (2013),136840,Comedy|Drama|Romance,217412,Comedy Drama Romance
Dad (1989),4581,Drama,21291,Drama
Dad's Army (1971),152105,Comedy,20051,Comedy
Dad's Army (2016),154065,Comedy,332721,Comedy
Daddy Day Camp (2007),54768,Children|Comedy,14144,Children Comedy
Daddy Day Care (2003),6338,Children|Comedy,10708,Children Comedy
Daddy Long Legs (1919),3132,Comedy|Drama,70801,Comedy Drama
Daddy's Home (2015),149352,Comedy,274167,Comedy
Daddy's Home 2 (2017),180231,Comedy|Drama,419680,Comedy Drama
"Daddy, I'm A Zombie (2012)",126577,Animation|Comedy|Fantasy,89247,Animation Comedy Fantasy
Daffy Duck's Quackbusters (1988),86286,Animation|Children|Comedy|Horror,23521,Animation Children Comedy Horror
Dallas Buyers Club (2013),106100,Drama,152532,Drama
"Dam Busters, The (1955)",49688,Action|Drama|War,13210,Action Drama War
Damage (Fatale) (1992),6961,Drama,11012,Drama
Damien: Omen II (1978),2789,Horror,10766,Horror
Damn Yankees! (1958),8989,Comedy|Musical,41253,Comedy Musical
"Damned United, The (2009)",68194,Drama,21641,Drama
"Damned, The (La Caduta degli dei) (1969)",7336,Drama|War,41876,Drama War
Dampfnudelblues (2013),107338,Comedy|Crime,209232,Comedy Crime
Damsels in Distress (2011),93723,Comedy|Romance,82533,Comedy Romance
Dan in Real Life (2007),55267,Comedy|Drama|Romance,7211,Comedy Drama Romance
"Dana Carvey: Straight White Male, 60 (2016)",167854,Comedy,423122,Comedy
"Dance of Reality, The (Danza de la realidad, La) (2013)",111732,Drama|Fantasy,137698,Drama Fantasy
Dance of the Dead (2008),67168,Adventure|Comedy|Horror,13094,Adventure Comedy Horror
Dancemaker (1998),2538,Documentary,113286,Documentary
"Dancer Upstairs, The (2002)",6335,Crime|Drama|Thriller,20689,Crime Drama Thriller
Dancer in the Dark (2000),3910,Drama|Musical,16,Drama Musical
"Dancer, Texas Pop. 81 (1998)",1870,Comedy|Drama,78373,Comedy Drama
Dances with Wolves (1990),590,Adventure|Drama|Western,581,Adventure Drama Western
Dane Cook: Troublemaker (2014),179427,Comedy,298718,Comedy
Dangerous Beauty (1998),2563,Drama,8583,Drama
Dangerous Ground (1997),981,Drama,52855,Drama
Dangerous Liaisons (1988),2020,Drama|Romance,859,Drama Romance
"Dangerous Lives of Altar Boys, The (2002)",5421,Drama,16857,Drama
"Dangerous Method, A (2011)",89761,Drama|Thriller,48231,Drama Thriller
Dangerous Minds (1995),31,Drama,9909,Drama
Danny Collins (2015),132496,Comedy|Drama,256924,Comedy Drama
Danny Deckchair (2003),8809,Comedy|Romance,14389,Comedy Romance
Dante's Inferno: An Animated Epic (2010),94160,Action|Animation|Fantasy,31967,Action Animation Fantasy
Dante's Peak (1997),1438,Action|Thriller,9619,Action Thriller
Darby O'Gill and the Little People (1959),2043,Adventure|Children|Fantasy,18887,Adventure Children Fantasy
Daredevil (2003),6157,Action|Crime,9480,Action Crime
Daria: Is It College Yet? (2002),69685,Animation|Comedy,24232,Animation Comedy
Daria: Is It Fall Yet? (2000),27369,Animation|Comedy,44756,Animation Comedy
"Darjeeling Limited, The (2007)",55269,Adventure|Comedy|Drama,4538,Adventure Comedy Drama
Dark Blue (2003),6185,Action|Crime|Drama|Thriller,4911,Action Crime Drama Thriller
Dark Blue World (Tmavomodrý svet) (2001),5425,Drama|War,15813,Drama War
Dark City (1998),1748,Adventure|Film-Noir|Sci-Fi|Thriller,2666,Adventure Film-Noir Sci-Fi Thriller
"Dark Crystal, The (1982)",2140,Adventure|Fantasy,11639,Adventure Fantasy
Dark Days (2000),7932,Documentary,14273,Documentary
"Dark Half, The (1993)",2898,Horror|Mystery,10349,Horror Mystery
"Dark Knight Rises, The (2012)",91529,Action|Adventure|Crime|IMAX,49026,Action Adventure Crime IMAX
"Dark Knight, The (2008)",58559,Action|Crime|Drama|IMAX,155,Action Crime Drama IMAX
Dark Passage (1947),7217,Crime|Drama|Film-Noir|Romance|Thriller,16227,Crime Drama Film-Noir Romance Thriller
Dark Places (2015),139052,Drama|Mystery|Thriller,182560,Drama Mystery Thriller
Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),27134,Action|Crime|Fantasy,9597,Action Crime Fantasy
Dark Shadows (2012),94478,Comedy|Horror|IMAX,62213,Comedy Horror IMAX
Dark Skies (2013),100810,Horror|Sci-Fi|Thriller,145135,Horror Sci-Fi Thriller
Dark Star (1974),26285,Comedy|Sci-Fi|Thriller,1410,Comedy Sci-Fi Thriller
Dark Tide (2012),101884,Adventure|Drama|Thriller,59963,Adventure Drama Thriller
Dark Victory (1939),7061,Drama|Romance,27972,Drama Romance
Dark Water (2005),34143,Drama|Horror|Thriller,9009,Drama Horror Thriller
Dark Water (Honogurai mizu no soko kara) (2002),8019,Drama|Horror|Mystery|Thriller,12205,Drama Horror Mystery Thriller
Darkest Hour (2017),179817,Drama|War,399404,Drama War
"Darkest Hour, The (2011)",91660,Action|Horror|Sci-Fi|Thriller,71469,Action Horror Sci-Fi Thriller
Darkman (1990),6966,Action|Crime|Fantasy|Sci-Fi|Thriller,9556,Action Crime Fantasy Sci-Fi Thriller
"Darkman II: Return of Durant, The (1995)",26854,Action|Crime|Horror,18998,Action Crime Horror
Darkness (2002),27434,Horror|Mystery,11056,Horror Mystery
Darkness Falls (2003),6040,Horror|Thriller,10727,Horror Thriller
Darkon (2006),102590,Documentary|Fantasy,16150,Documentary Fantasy
Darwin's Nightmare (2004),38198,Documentary,10700,Documentary
"Das Experiment (Experiment, The) (2001)",5608,Drama|Thriller,575,Drama Thriller
Date Movie (2006),43919,Comedy|Romance,10073,Comedy Romance
Date Night (2010),76293,Action|Comedy|Romance,35056,Action Comedy Romance
Date and Switch (2014),109183,Comedy,99367,Comedy
Date with an Angel (1987),3393,Comedy|Fantasy|Romance,28370,Comedy Fantasy Romance
Daughters of the Dust (1991),3374,Drama,68427,Drama
Dave (1993),440,Comedy|Romance,11566,Comedy Romance
Dave Chappelle: Deep in the Heart of Texas (2017),170411,Comedy,444706,Comedy
Dave Chappelle: Equanimity (2017),183197,Comedy,488223,Comedy
Dave Chappelle: For What it's Worth (2004),118888,Comedy,20147,Comedy
Dave Chappelle: Killin' Them Softly (2000),178613,Comedy,16275,Comedy
Dave Chappelle: The Age of Spin (2017),170357,Comedy,444705,Comedy
Dave Chappelle: The Bird Revelation (2017),183227,Comedy,494368,Comedy
David Cross: Making America Great Again (2016),163653,Comedy,408546,Comedy
"Davy Crockett, King of the Wild Frontier (1955)",1008,Adventure|Western,35115,Adventure Western
Dawn of the Dead (1978),7387,Action|Drama|Horror,923,Action Drama Horror
Dawn of the Dead (2004),7360,Action|Drama|Horror|Thriller,924,Action Drama Horror Thriller
Dawn of the Planet of the Apes (2014),112623,Sci-Fi,119450,Sci-Fi
Day & Night (2010),83803,Animation|Children,40619,Animation Children
"Day After Tomorrow, The (2004)",8361,Action|Adventure|Drama|Sci-Fi|Thriller,435,Action Adventure Drama Sci-Fi Thriller
"Day After, The (1983)",26467,Drama|Sci-Fi,7012,Drama Sci-Fi
Day Watch (Dnevnoy dozor) (2006),52950,Action|Fantasy|Horror|Thriller,2269,Action Fantasy Horror Thriller
"Day at the Races, A (1937)",8542,Comedy|Musical,11939,Comedy Musical
Day for Night (La Nuit Américaine) (1973),6271,Comedy|Drama|Romance,1675,Comedy Drama Romance
Day of Wrath (Vredens dag) (1943),25898,Drama,41391,Drama
"Day of the Beast, The (Día de la Bestia, El) (1995)",2483,Adventure|Comedy|Thriller,10722,Adventure Comedy Thriller
Day of the Dead (1985),6731,Horror|Sci-Fi|Thriller,8408,Horror Sci-Fi Thriller
"Day of the Doctor, The (2013)",106642,Adventure|Drama|Sci-Fi,253941,Adventure Drama Sci-Fi
"Day of the Jackal, The (1973)",8207,Crime|Thriller,4909,Crime Thriller
"Day of the Locust, The (1975)",8727,Drama,5122,Drama
"Day the Earth Stood Still, The (1951)",1253,Drama|Sci-Fi|Thriller,828,Drama Sci-Fi Thriller
"Day the Earth Stood Still, The (2008)",64497,Drama|Sci-Fi|Thriller|IMAX,10200,Drama Sci-Fi Thriller IMAX
Daybreakers (2010),73268,Action|Drama|Horror|Thriller,19901,Action Drama Horror Thriller
Daylight (1996),798,Action|Adventure|Drama|Thriller,11228,Action Adventure Drama Thriller
Days of Being Wild (A Fei jingjyuhn) (1990),26713,Drama|Romance,18311,Drama Romance
Days of Heaven (1978),2932,Drama,16642,Drama
Days of Thunder (1990),1100,Action|Drama|Romance,2119,Action Drama Romance
Days of Wine and Roses (1962),4263,Drama,32488,Drama
"Daytrippers, The (1996)",1484,Comedy|Drama|Mystery|Romance,49806,Comedy Drama Mystery Romance
Dazed and Confused (1993),441,Comedy,9571,Comedy
De platte jungle (1978),184245,Documentary,110775,Documentary
De-Lovely (2004),8535,Drama|Musical,15237,Drama Musical
Dead Again (1991),3044,Mystery|Romance|Thriller,11498,Mystery Romance Thriller
Dead Alive (Braindead) (1992),1241,Comedy|Fantasy|Horror,763,Comedy Fantasy Horror
Dead Calm (1989),3203,Thriller,10493,Thriller
Dead End (2003),27584,Comedy|Horror|Mystery|Thriller,11427,Comedy Horror Mystery Thriller
Dead Fury (2008),62008,Action|Animation|Comedy|Horror,37776,Action Animation Comedy Horror
"Dead Hate the Living!, The (2000)",44773,Comedy|Horror,28349,Comedy Horror
Dead Heat (1988),4497,Action|Comedy|Horror|Sci-Fi,40095,Action Comedy Horror Sci-Fi
Dead Like Me: Life After Death (2009),66240,Comedy|Fantasy,14849,Comedy Fantasy
Dead Man (1995),714,Drama|Mystery|Western,922,Drama Mystery Western
Dead Man Walking (1995),36,Crime|Drama,687,Crime Drama
Dead Man on Campus (1998),2169,Comedy,14557,Comedy
Dead Man's Shoes (2004),40412,Crime|Thriller,12877,Crime Thriller
Dead Meat (2004),50613,Horror,15689,Horror
Dead Men Don't Wear Plaid (1982),2110,Comedy|Crime|Thriller,9442,Comedy Crime Thriller
Dead Poets Society (1989),1246,Drama,207,Drama
"Dead Pool, The (1988)",4498,Action|Crime|Thriller,10651,Action Crime Thriller
Dead Presidents (1995),42,Action|Crime|Drama,11443,Action Crime Drama
Dead Ringers (1988),2551,Drama|Horror|Thriller,9540,Drama Horror Thriller
Dead Silence (2007),51927,Horror|Mystery|Thriller,14001,Horror Mystery Thriller
Dead Snow (Død snø) (2009),69275,Action|Adventure|Comedy|Horror,14451,Action Adventure Comedy Horror
Dead Snow 2: Red vs. Dead (2014) ,116668,Action|Comedy|Horror,241842,Action Comedy Horror
"Dead Zone, The (1983)",2118,Thriller,11336,Thriller
Dead of Night (1945),6967,Horror|Mystery,13581,Horror Mystery
Dead or Alive 2: Tôbôsha (2000),27480,Action|Crime|Thriller,13899,Action Crime Thriller
Dead or Alive: Final (2002),27549,Comedy|Crime|Drama|Sci-Fi|Thriller,36222,Comedy Crime Drama Sci-Fi Thriller
Dead or Alive: Hanzaisha (1999),8142,Action|Crime,11315,Action Crime
DeadHeads (2011),116738,Adventure|Comedy|Horror,77067,Adventure Comedy Horror
Deadfall (2012),98296,Crime|Drama|Thriller,97614,Crime Drama Thriller
Deadly Friend (1986),2465,Horror,33278,Horror
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),79501,Crime|Drama|Thriller,36274,Crime Drama Thriller
Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,293660,Action Adventure Comedy Sci-Fi
Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,383498,Action Comedy Sci-Fi
Deadtime Stories (1987),2754,Horror,66194,Horror
"Deal, The (2008)",70545,Comedy,11115,Comedy
Dear Diary (Caro Diario) (1994),583,Comedy|Drama,25403,Comedy Drama
Dear Frankie (2004),8530,Drama|Romance,8981,Drama Romance
Dear God (1996),1167,Comedy,38554,Comedy
Dear John (2010),74688,Drama|Romance|War,22971,Drama Romance War
Dear Wendy (2005),33421,Drama,10913,Drama
Dear Zachary: A Letter to a Son About His Father (2008),65188,Documentary,15584,Documentary
Death Becomes Her (1992),3258,Comedy|Fantasy,9374,Comedy Fantasy
Death Note (2017),175485,Horror|Thriller,351460,Horror Thriller
Death Note Rewrite: Genshisuru Kami (2007),151763,Mystery,333040,Mystery
Death Note: Desu nôto (2006–2007),171749,(no genres listed),419787,(no genres listed)
Death Proof (2007),53519,Action|Adventure|Crime|Horror|Thriller,1991,Action Adventure Crime Horror Thriller
Death Race (2008),61248,Action|Adventure|Sci-Fi|Thriller,10483,Action Adventure Sci-Fi Thriller
Death Race 2 (2010),88699,Action|Sci-Fi|Thriller,51620,Action Sci-Fi Thriller
Death Race 2000 (1975),7991,Action|Sci-Fi,13282,Action Sci-Fi
Death Sentence (2007),54787,Drama|Thriller,11835,Drama Thriller
Death Smiles on a Murderer (1973),159510,Horror,5434,Horror
Death Wish (1974),3430,Action|Crime|Drama,13939,Action Crime Drama
Death Wish (2018),184931,Action|Crime|Drama|Thriller,395990,Action Crime Drama Thriller
Death Wish 2 (1982),3431,Action|Drama,14373,Action Drama
Death Wish 3 (1985),3432,Action|Drama,24873,Action Drama
Death Wish 4: The Crackdown (1987),3433,Action|Drama,26263,Action Drama
Death Wish 5: The Face of Death (1994),3434,Action|Drama,34746,Action Drama
Death and the Maiden (1994),229,Drama|Thriller,10531,Drama Thriller
Death at a Funeral (2007),53956,Comedy,2196,Comedy
Death at a Funeral (2010),77191,Comedy,34803,Comedy
Death in Venice (Morte a Venezia) (1971),6684,Drama|Romance,6619,Drama Romance
Death of a Cyclist (Muerte de un ciclista) (1955),71147,Drama,72083,Drama
Death of a President (2006),48883,Crime|Drama|Mystery|Thriller,21173,Crime Drama Mystery Thriller
Death of a Salesman (1985),26539,Drama,12615,Drama
Death on the Nile (1978),4212,Crime|Mystery,4192,Crime Mystery
Death to Smoochy (2002),5265,Comedy|Crime|Drama,9275,Comedy Crime Drama
Deathgasm (2015),141718,Comedy|Horror,323373,Comedy Horror
"Deaths of Ian Stone, The (2007)",56620,Horror|Thriller,12171,Horror Thriller
Deathtrap (1982),5938,Comedy|Crime|Mystery|Thriller,17590,Comedy Crime Mystery Thriller
"Debt, The (2011)",89085,Drama|Thriller,48289,Drama Thriller
"Decade Under the Influence, A (2003)",6327,Documentary,38868,Documentary
Deceiver (1997),1671,Crime|Drama|Thriller,14583,Crime Drama Thriller
December Boys (2007),55110,Drama,4629,Drama
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3680,Documentary,36724,Documentary
"Decline of Western Civilization, The (1981)",3679,Documentary|Musical,21137,Documentary Musical
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",8933,Comedy|Drama,18499,Comedy Drama
Deconstructing Harry (1997),1701,Comedy|Drama,2639,Comedy Drama
"Decoy Bride, The (2011)",94503,Comedy|Romance,40161,Comedy Romance
Dedication (2007),56908,Comedy|Drama|Romance,14118,Comedy Drama Romance
Deep Blue Sea (1999),2722,Action|Horror|Sci-Fi|Thriller,8914,Action Horror Sci-Fi Thriller
"Deep End of the Ocean, The (1999)",2546,Drama,30943,Drama
"Deep End, The (2001)",4723,Drama,24936,Drama
Deep Impact (1998),1876,Drama|Sci-Fi|Thriller,8656,Drama Sci-Fi Thriller
Deep Red (Profondo rosso) (1975),7115,Horror|Mystery|Thriller,20126,Horror Mystery Thriller
Deep Rising (1998),1762,Action|Horror|Sci-Fi,9457,Action Horror Sci-Fi
Deepwater Horizon (2016),162598,Drama,296524,Drama
"Deer Hunter, The (1978)",1263,Drama|War,11778,Drama War
Defending Your Life (1991),3358,Comedy|Drama|Fantasy|Romance,12186,Comedy Drama Fantasy Romance
Defiance (2008),65216,Drama|Thriller|War,13813,Drama Thriller War
"Defiant Ones, The (1958)",4998,Adventure|Crime|Drama|Thriller,11414,Adventure Crime Drama Thriller
"Definitely, Maybe (2008)",58047,Comedy|Drama|Romance,8390,Comedy Drama Romance
Delhi Belly (2011),88069,Comedy|Crime,67109,Comedy Crime
Delicatessen (1991),1175,Comedy|Drama|Romance,892,Comedy Drama Romance
Delirious (1991),5337,Comedy,28117,Comedy
Delirium (2014),124851,Adventure|Romance|Sci-Fi,279828,Adventure Romance Sci-Fi
Deliver Us from Evil (2006),48698,Documentary,13364,Documentary
Deliver Us from Evil (2014),112727,Crime|Horror|Thriller,184346,Crime Horror Thriller
Deliverance (1972),2871,Adventure|Drama|Thriller,10669,Adventure Drama Thriller
Delivery Man (2013),106540,Comedy,146239,Comedy
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),8118,Action|Adventure|Thriller|War,19086,Action Adventure Thriller War
"Delta Force, The (1986)",7704,Action,16113,Action
Delta of Venus (1995),698,Drama,38867,Drama
Demolition (2016),142222,Drama,303991,Drama
Demolition Man (1993),442,Action|Adventure|Sci-Fi,9739,Action Adventure Sci-Fi
"Den, The (2013)",113313,Horror|Thriller,244610,Horror Thriller
Denis Leary: No Cure for Cancer (1993),169912,Comedy,26797,Comedy
Denise Calls Up (1995),633,Comedy,47449,Comedy
Dennis the Menace (1993),6166,Comedy,12139,Comedy
"Dennis the Menace Christmas, A (2007)",73858,Comedy,13358,Comedy
"Dentist, The (1996)",42285,Horror|Thriller,9568,Horror Thriller
"Departed, The (2006)",48516,Crime|Drama|Thriller,1422,Crime Drama Thriller
Departures (Okuribito) (2008),66371,Drama,16804,Drama
Der Herr Karl (1961),175781,Comedy,28469,Comedy
Derailed (2002),72424,Action|Thriller,17774,Action Thriller
Derailed (2005),40614,Drama|Thriller,8999,Drama Thriller
"Dernier Combat, Le (Last Battle, The) (1983)",6969,Drama|Sci-Fi,19184,Drama Sci-Fi
Dersu Uzala (1975),3470,Adventure|Drama,9764,Adventure Drama
"Descendants, The (2011)",91077,Comedy|Drama,65057,Comedy Drama
Descent (2007),58287,Drama|Thriller,21373,Drama Thriller
